"Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate","rpt_dt"
"North Carolina","US","2020-04-14 23:33:31",35.6301,-79.8064,5113,112,NA,5001,37,51.55338215,65039,418,2.190494817,84000037,"USA",655.7755568,8.175239585,2020-04-14
"North Dakota","US","2020-04-14 23:33:31",47.5289,-99.784,341,8,138,333,38,56.23184008,10916,42,2.346041056,84000038,"USA",1800.078494,12.31671554,2020-04-14
"Northern Mariana Islands","US","2020-04-14 23:33:31",15.0979,145.6739,11,2,NA,9,69,19.9477731,40,NA,18.18181818,580,"MNP",72.53735674,NA,2020-04-14
"Ohio","US","2020-04-14 23:33:31",40.3888,-82.7649,7285,324,NA,6961,39,65.19680755,67874,2156,4.447494852,84000039,"USA",607.4355684,29.59505834,2020-04-14
"Oklahoma","US","2020-04-14 23:33:31",35.5653,-96.9289,2184,108,1060,2076,40,59.71073104,28269,488,4.945054945,84000040,"USA",772.8766738,22.34432234,2020-04-14
"Oregon","US","2020-04-14 23:33:31",44.572,-122.0709,1633,55,NA,1578,41,40.75292845,32363,381,3.368034293,84000041,"USA",807.6466769,23.3312921,2020-04-14
"Pennsylvania","US","2020-04-14 23:33:31",40.5908,-77.2098,25465,691,NA,24774,42,202.3039211,133631,2317,2.713528372,84000042,"USA",1061.616936,9.098763008,2020-04-14
"Puerto Rico","US","2020-04-14 23:33:31",18.2208,-66.5901,923,45,NA,878,72,31.46510816,7207,NA,4.875406284,630,"PRI",245.686928,NA,2020-04-14
"Rhode Island","US","2020-04-14 23:33:31",41.6809,-71.5118,3251,80,135,3171,44,306.8831116,22900,331,2.460781298,84000044,"USA",2161.680485,10.18148262,2020-04-14
"South Carolina","US","2020-04-14 23:33:31",33.8569,-80.945,3553,97,NA,3456,45,70.49638143,33872,675,2.73008725,84000045,"USA",672.0668257,18.99802983,2020-04-14
"South Dakota","US","2020-04-14 23:33:31",44.2998,-99.4388,988,6,261,982,46,134.2588315,9296,45,0.607287449,84000046,"USA",1263.228843,4.55465587,2020-04-14
"Tennessee","US","2020-04-14 23:33:31",35.7478,-86.6923,5827,124,1969,5703,47,88.75952809,78831,633,2.128024713,84000047,"USA",1200.789833,10.86322293,2020-04-14
"Texas","US","2020-04-14 23:33:31",31.0545,-97.5635,15006,342,2580,14664,48,65.28730307,146467,1409,2.279088365,84000048,"USA",637.2407983,9.389577502,2020-04-14
"Utah","US","2020-04-14 23:33:31",40.15,-111.8624,2417,18,218,2399,49,84.3370383,46476,213,0.744724866,84000049,"USA",1621.699707,8.812577576,2020-04-14
"Vermont","US","2020-04-14 23:33:31",44.0459,-72.7107,752,29,15,723,50,123.1593653,10585,64,3.856382979,84000050,"USA",1733.566332,8.510638298,2020-04-14
"Virgin Islands","US","2020-04-14 23:33:31",18.3358,-64.8963,51,1,44,50,78,47.54446806,377,NA,1.960784314,850,"VIR",351.4561659,NA,2020-04-14
"Virginia","US","2020-04-14 23:33:31",37.7693,-78.17,6182,154,721,6028,51,78.18161354,42763,1282,2.491103203,84000051,"USA",540.8088547,20.73762536,2020-04-14
"Washington","US","2020-04-14 23:33:31",47.4009,-121.4905,10799,530,NA,10269,53,143.0444235,93929,387,4.907861839,84000053,"USA",1244.191097,3.583665154,2020-04-14
"West Virginia","US","2020-04-14 23:33:31",38.4912,-80.9545,640,9,147,631,54,48.37497865,17038,164,1.40625,84000054,"USA",1287.832635,25.625,2020-04-14
"Wisconsin","US","2020-04-14 23:33:31",44.2685,-89.6165,3555,170,NA,3385,55,68.70134742,41552,1049,4.781997187,84000055,"USA",803.0037659,29.50773558,2020-04-14
"Wyoming","US","2020-04-14 23:33:31",42.756,-107.3025,282,1,140,281,56,56.71305607,5964,43,0.354609929,84000056,"USA",1199.420803,15.24822695,2020-04-14
"Recovered","US","",NA,NA,0,0,47763,-47763,NA,NA,NA,NA,NA,84070001,"USA",NA,NA,2020-04-14
"Alabama","US","2020-04-15 22:56:51",32.3182,-86.9023,4075,118,NA,3957,1,86.9074326008867,34077,525,2.89570552147239,84000001,"USA",726.759406316667,12.8834355828221,2020-04-15
"Alaska","US","2020-04-15 22:56:51",61.3707,-152.4044,293,9,106,284,2,49.0172296398656,8664,34,3.07167235494881,84000002,"USA",1449.43780750783,11.6040955631399,2020-04-15
"American Samoa","US","",-14.271,-170.132,0,0,NA,NA,60,0,3,NA,NA,16,"ASM",5.39170755378228,NA,2020-04-15
"Arizona","US","2020-04-15 22:56:51",33.7298,-111.4312,3964,142,385,3822,4,54.4601473034327,45310,590,3.58224016145308,84000004,"USA",622.499816932023,14.8839556004036,2020-04-15
"Arkansas","US","2020-04-15 22:56:51",34.9697,-92.3731,1569,33,489,1536,5,60.601917245359,21834,130,2.10325047801147,84000005,"USA",843.328400978437,8.2855321861058,2020-04-15
"California","US","2020-04-15 22:56:51",36.1162,-119.6816,26686,860,NA,25826,6,68.0615640132195,216486,5163,3.2264108521322,84000006,"USA",552.13878988855,19.3472232631342,2020-04-15
"Colorado","US","2020-04-15 22:56:51",39.0598,-105.3111,7956,328,NA,7628,8,140.396374470095,39580,1556,4.12267471091,84000008,"USA",698.452551725282,19.5575666163901,2020-04-15
"Connecticut","US","2020-04-15 22:56:51",41.5978,-72.7554,14755,868,NA,13887,9,413.851675895938,50143,1908,5.88275160962386,84000009,"USA",1406.42254045747,12.9312097594036,2020-04-15
"Delaware","US","2020-04-15 22:56:51",39.3185,-75.5071,2014,46,354,1968,10,206.82629466688,13102,208,2.28401191658391,84000010,"USA",1345.50055249527,10.3277060575968,2020-04-15
"Diamond Princess","US","2020-04-15 22:56:51",NA,NA,49,0,0,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA,2020-04-15
"District of Columbia","US","2020-04-15 22:56:51",38.8974,-77.0268,2197,72,530,2125,11,311.300476515022,11525,313,3.27719617660446,84000011,"USA",1633.01683743087,14.2467000455166,2020-04-15
"Florida","US","2020-04-15 22:56:51",27.7663,-81.6868,22511,596,NA,21915,12,106.020900119373,213509,3344,2.64759450935098,84000012,"USA",1005.5713368392,14.8549597974324,2020-04-15
"Georgia","US","2020-04-15 22:56:51",33.0406,-83.6431,14987,552,NA,14435,13,147.80963712522,64090,2922,3.68319209981984,84000013,"USA",632.089120127803,19.4968973110029,2020-04-15
"Grand Princess","US","2020-04-15 22:56:51",NA,NA,103,0,0,103,99999,NA,NA,NA,0,84099999,"USA",NA,NA,2020-04-15
"Guam","US","2020-04-15 22:56:51",13.4443,144.7937,135,5,73,130,66,82.2022907038343,978,9,3.7037037037037,316,"GUM",595.509928209999,6.66666666666667,2020-04-15
"Hawaii","US","2020-04-15 22:56:51",21.0943,-157.4983,524,9,333,515,15,37.0112432246116,19803,45,1.7175572519084,84000015,"USA",1398.72833888737,8.58778625954199,2020-04-15
"Idaho","US","2020-04-15 22:56:51",44.2405,-114.4788,1473,39,NA,1434,16,91.4624491694179,15398,141,2.64765784114053,84000016,"USA",956.102370883026,9.57230142566191,2020-04-15
"Illinois","US","2020-04-15 22:56:51",40.3495,-88.9861,24593,949,NA,23644,17,209.558002439234,116929,4283,3.85882161590697,84000017,"USA",996.356998626323,17.415524742813,2020-04-15
"Indiana","US","2020-04-15 22:56:51",39.8494,-86.2583,8960,436,NA,8524,18,136.919440940808,48396,NA,4.86607142857143,84000018,"USA",739.548355331622,NA,2020-04-15
"Iowa","US","2020-04-15 22:56:51",42.0115,-93.2105,1995,53,908,1942,19,76.1243218925537,19869,171,2.65664160401003,84000019,"USA",758.152456984035,8.57142857142857,2020-04-15
"Kansas","US","2020-04-15 22:56:51",38.5266,-96.7265,1504,71,NA,1433,20,61.6775641299035,14668,342,4.72074468085106,84000020,"USA",601.520286341372,22.7393617021277,2020-04-15
"Kentucky","US","2020-04-15 22:56:51",37.6681,-84.6701,2210,115,653,2095,21,64.5575340540992,27697,687,5.20361990950226,84000021,"USA",809.072407554926,31.0859728506787,2020-04-15
"Louisiana","US","2020-04-15 22:56:51",31.1695,-91.8678,21951,1103,NA,20848,22,477.479441041697,121928,1943,5.02482802605804,84000022,"USA",2652.18501605084,8.85153295977404,2020-04-15
"Maine","US","2020-04-15 22:56:51",44.6939,-69.3819,770,24,305,746,23,65.5873990422536,14846,126,3.11688311688312,84000023,"USA",1264.55912491078,16.3636363636364,2020-04-15
"Maryland","US","2020-04-15 22:56:51",39.0639,-76.8021,10032,311,607,9721,24,168.794119799742,55763,2231,3.10007974481659,84000024,"USA",938.244268579846,22.2388357256778,2020-04-15
"Massachusetts","US","2020-04-15 22:56:51",42.2302,-71.5301,29918,1108,NA,28810,25,435.88277699201,132023,3454,3.70345611337656,84000025,"USA",1923.47589634388,11.5448893642623,2020-04-15
"Michigan","US","2020-04-15 22:56:51",43.3266,-84.5361,28059,1921,452,26138,26,352.178835908309,89697,3918,6.84628817848106,84000026,"USA",1125.82005932028,13.9634341922378,2020-04-15
"Minnesota","US","2020-04-15 22:56:51",45.6945,-93.9002,1809,87,940,1722,27,36.5717122960606,40242,445,4.80928689883914,84000027,"USA",813.553812171406,24.5992260917634,2020-04-15
"Mississippi","US","2020-04-15 22:56:51",32.7416,-89.6787,3360,122,NA,3238,28,116.05391809771,38151,645,3.63095238095238,84000028,"USA",1317.73006825766,19.1964285714286,2020-04-15
"Missouri","US","2020-04-15 22:56:51",38.4561,-92.2884,4791,153,NA,4638,29,81.765269676912,49012,1024,3.19348778960551,84000029,"USA",836.459903444961,21.3734084742225,2020-04-15
"Montana","US","2020-04-15 22:56:51",46.9219,-110.4544,404,7,209,397,30,46.6519705261164,9583,51,1.73267326732673,84000030,"USA",1106.59859790043,12.6237623762376,2020-04-15
"Nebraska","US","2020-04-15 22:56:51",41.1254,-98.2681,901,20,NA,881,31,59.0714311939116,11729,NA,2.21975582685905,84000031,"USA",768.9775987496,NA,2020-04-15
"Nevada","US","2020-04-15 22:56:51",38.3135,-117.0554,3211,131,NA,3080,32,106.440918660376,27655,NA,4.07972594207412,84000032,"USA",916.73111353245,NA,2020-04-15
"New Hampshire","US","2020-04-15 22:56:51",43.4525,-71.5639,1139,32,365,1107,33,85.7585148643073,12166,178,2.80948200175593,84000033,"USA",916.012372115156,15.6277436347673,2020-04-15
"New Jersey","US","2020-04-15 22:56:51",40.2989,-74.521,71030,3156,NA,67874,34,799.69016650173,144021,8270,4.44319301703506,84000034,"USA",1621.45822145214,11.6429677601014,2020-04-15
"New Mexico","US","2020-04-15 22:56:51",34.8405,-106.2485,1484,36,340,1448,35,88.9937410534004,32850,181,2.42587601078167,84000035,"USA",1969.97600647184,12.1967654986523,2020-04-15
"New York","US","2020-04-15 22:56:51",42.1657,-74.9481,214454,11617,23887,202837,36,1271.89183338498,526012,46201,5.41701250617848,84000036,"USA",3119.69171506477,21.5435478004607,2020-04-15
"North Carolina","US","2020-04-15 22:56:51",35.6301,-79.8064,5340,130,NA,5210,37,53.8421788941684,67827,431,2.43445692883895,84000037,"USA",683.886417201265,8.07116104868914,2020-04-15
"North Dakota","US","2020-04-15 22:56:51",47.5289,-99.784,365,9,142,356,38,60.1895062481655,11317,44,2.46575342465753,84000038,"USA",1866.20449920682,12.0547945205479,2020-04-15
"Northern Mariana Islands","US","2020-04-15 22:56:51",15.0979,145.6739,13,2,NA,11,69,23.5746409400841,40,NA,15.3846153846154,580,"MNP",72.5373567387204,NA,2020-04-15
"Ohio","US","2020-04-15 22:56:51",40.3888,-82.7649,7794,362,NA,7432,39,69.7520820915959,71552,2237,4.64459840903259,84000039,"USA",640.351677934035,28.7015653066461,2020-04-15
"Oklahoma","US","2020-04-15 22:56:51",35.5653,-96.9289,2263,123,1115,2140,40,61.8705972221387,29219,510,5.43526292532037,84000040,"USA",798.849748225219,22.5364560318162,2020-04-15
"Oregon","US","2020-04-15 22:56:51",44.572,-122.0709,1663,58,NA,1605,41,41.5016044125963,33351,401,3.48767288033674,84000041,"USA",832.303072017138,24.1130487071557,2020-04-15
"Pennsylvania","US","2020-04-15 22:56:51",40.5908,-77.2098,26753,779,NA,25974,42,212.5362969302,137584,2395,2.91182297312451,84000042,"USA",1093.0211145234,8.95226703547266,2020-04-15
"Puerto Rico","US","2020-04-15 22:56:51",18.2208,-66.5901,974,51,NA,923,72,33.2037002694477,7799,NA,5.23613963039014,630,"PRI",265.868232444992,NA,2020-04-15
"Rhode Island","US","2020-04-15 22:56:51",41.6809,-71.5118,3251,80,168,3171,44,306.883111611622,25897,331,2.46078129806213,84000044,"USA",2444.58687831627,10.1814826207321,2020-04-15
"South Carolina","US","2020-04-15 22:56:51",33.8569,-80.945,3656,106,NA,3550,45,72.5400423613212,34733,675,2.89934354485777,84000045,"USA",689.150243800813,18.4628008752735,2020-04-15
"South Dakota","US","2020-04-15 22:56:51",44.2998,-99.4388,1168,6,329,1162,46,158.718942453512,9859,51,0.513698630136986,84000046,"USA",1339.73463497361,4.36643835616438,2020-04-15
"Tennessee","US","2020-04-15 22:56:51",35.7478,-86.6923,5827,124,2196,5703,47,88.759528092383,80896,663,2.12802471254505,84000047,"USA",1232.24485748437,11.3780676162691,2020-04-15
"Texas","US","2020-04-15 22:56:51",31.0545,-97.5635,15907,375,3150,15532,48,69.2073257348705,151810,1538,2.35745269378261,84000048,"USA",660.486837229565,9.66869931476708,2020-04-15
"Utah","US","2020-04-15 22:56:51",40.15,-111.8624,2548,20,218,2528,49,88.9080569262796,47614,221,0.784929356357928,84000049,"USA",1661.40825058394,8.6734693877551,2020-04-15
"Vermont","US","2020-04-15 22:56:51",44.0459,-72.7107,759,29,15,730,50,124.305795532525,11081,63,3.82081686429513,84000050,"USA",1814.79910447419,8.300395256917,2020-04-15
"Virgin Islands","US","2020-04-15 22:56:51",18.3358,-64.8963,51,1,44,50,78,47.5444680613044,382,NA,1.96078431372549,850,"VIR",356.117388223888,NA,2020-04-15
"Virginia","US","2020-04-15 22:56:51",37.7693,-78.17,6500,195,752,6305,51,82.2032494312167,44169,1298,3,84000051,"USA",558.590049865756,19.9692307692308,2020-04-15
"Washington","US","2020-04-15 22:56:51",47.4009,-121.4905,10942,552,NA,10390,53,144.938613026752,122854,645,5.04478157558033,84000053,"USA",1627.33397594485,5.89471760190093,2020-04-15
"West Virginia","US","2020-04-15 22:56:51",38.4912,-80.9545,702,10,211,692,54,53.0613047034085,17656,164,1.42450142450142,84000054,"USA",1334.54472342362,23.3618233618234,2020-04-15
"Wisconsin","US","2020-04-15 22:56:51",44.2685,-89.6165,3721,183,NA,3538,55,71.9093428228156,43047,1091,4.91803278688525,84000055,"USA",831.895049850509,29.3200752485891,2020-04-15
"Wyoming","US","2020-04-15 22:56:51",42.756,-107.3025,287,1,129,286,56,57.7186067090339,6329,43,0.348432055749129,84000056,"USA",1272.82599951734,14.9825783972125,2020-04-15
"Recovered","US","",NA,NA,0,0,52096,-52096,NA,NA,NA,NA,NA,84070001,"USA",NA,NA,2020-04-15
"Alabama","US","2020-04-16 23:30:51",32.3182,-86.9023,4345,133,NA,4212,1,92.6657164787369,36391,553,3.06098964326812,84000001,"USA",776.110031847575,12.7272727272727,2020-04-16
"Alaska","US","2020-04-16 23:30:51",61.3707,-152.4044,300,9,110,291,2,50.1882897336507,8735,35,3,84000002,"USA",1461.3157027448,11.6666666666667,2020-04-16
"American Samoa","US","",-14.271,-170.132,0,0,NA,NA,60,0,3,NA,NA,16,"ASM",5.39170755378228,NA,2020-04-16
"Arizona","US","2020-04-16 23:30:51",33.7298,-111.4312,4237,150,460,4087,4,58.2108083059144,47398,578,3.54024073637007,84000004,"USA",651.186191192761,13.6417276374793,2020-04-16
"Arkansas","US","2020-04-16 23:30:51",34.9697,-92.3731,1620,37,548,1583,5,62.57176923995,22675,85,2.28395061728395,84000005,"USA",875.811646614732,5.24691358024691,2020-04-16
"California","US","2020-04-16 23:30:51",36.1162,-119.6816,27677,956,NA,26721,6,70.5890694444232,246400,5031,3.45774469776349,84000006,"USA",628.433237385044,18.1775481446689,2020-04-16
"Colorado","US","2020-04-16 23:30:51",39.0598,-105.3111,8286,355,NA,7931,8,146.21975350166,40533,1636,4.28433502293024,84000008,"USA",715.269764504317,19.7441467535602,2020-04-16
"Connecticut","US","2020-04-16 23:30:51",41.5978,-72.7554,15884,971,NA,14913,9,445.518130798446,53122,1926,6.11306975572904,84000009,"USA",1489.97822615683,12.125409216822,2020-04-16
"Delaware","US","2020-04-16 23:30:51",39.3185,-75.5071,2070,55,378,2015,10,212.577174756923,13350,209,2.65700483091787,84000010,"USA",1370.96873575117,10.0966183574879,2020-04-16
"Diamond Princess","US","2020-04-16 23:30:51",NA,NA,49,0,0,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA,2020-04-16
"District of Columbia","US","2020-04-16 23:30:51",38.8974,-77.0268,2350,81,552,2269,11,332.979572057488,12150,313,3.4468085106383,84000011,"USA",1721.57523425467,13.3191489361702,2020-04-16
"Florida","US","2020-04-16 23:30:51",27.7663,-81.6868,23343,668,NA,22675,12,109.939401691907,219248,3460,2.8616715931971,84000012,"USA",1032.60052016224,14.8224307072784,2020-04-16
"Georgia","US","2020-04-16 23:30:51",33.0406,-83.6431,15669,587,NA,15082,13,154.535878035303,67939,3108,3.74625055842747,84000013,"USA",670.049972419454,19.835343672219,2020-04-16
"Grand Princess","US","2020-04-16 23:30:51",NA,NA,103,0,0,103,99999,NA,NA,NA,0,84099999,"USA",NA,NA,2020-04-16
"Guam","US","2020-04-16 23:30:51",13.4443,144.7937,135,5,86,130,66,82.2022907038343,1005,9,3.7037037037037,316,"GUM",611.950386350766,6.66666666666667,2020-04-16
"Hawaii","US","2020-04-16 23:30:51",21.0943,-157.4983,530,9,359,521,15,37.4350360859621,20700,45,1.69811320754717,84000015,"USA",1462.08537165928,8.49056603773585,2020-04-16
"Idaho","US","2020-04-16 23:30:51",44.2405,-114.4788,1587,41,NA,1546,16,98.541009390269,15831,143,2.58349086326402,84000016,"USA",982.988481195556,9.0107120352867,2020-04-16
"Illinois","US","2020-04-16 23:30:51",40.3495,-88.9861,25734,1072,NA,24662,17,219.280512128298,122589,4423,4.1656951892438,84000017,"USA",1044.58610015139,17.1873785653221,2020-04-16
"Indiana","US","2020-04-16 23:30:51",39.8494,-86.2583,9542,477,NA,9065,18,145.813092126918,51115,NA,4.9989520016768,84000018,"USA",781.097904429619,NA,2020-04-16
"Iowa","US","2020-04-16 23:30:51",42.0115,-93.2105,2141,60,987,2081,19,81.6953248982243,20675,175,2.80242877160206,84000019,"USA",788.907446179723,8.17375058383933,2020-04-16
"Kansas","US","2020-04-16 23:30:51",38.5266,-96.7265,1615,80,NA,1535,20,66.2295652059801,16122,359,4.95356037151703,84000020,"USA",661.147399536106,22.2291021671827,2020-04-16
"Kentucky","US","2020-04-16 23:30:51",37.6681,-84.6701,2435,129,862,2306,21,71.1301336749917,28324,807,5.29774127310062,84000021,"USA",827.388051831813,33.1416837782341,2020-04-16
"Louisiana","US","2020-04-16 23:30:51",31.1695,-91.8678,22532,1156,NA,21376,22,490.117387160108,126586,1914,5.13048109355583,84000022,"USA",2753.50610558536,8.49458547843068,2020-04-16
"Maine","US","2020-04-16 23:30:51",44.6939,-69.3819,796,27,333,769,23,67.8020384904336,14872,130,3.39195979899498,84000023,"USA",1266.77376435896,16.3316582914573,2020-04-16
"Maryland","US","2020-04-16 23:30:51",39.0639,-76.8021,10784,319,736,10465,24,181.446948556661,58843,2451,2.95808605341246,84000024,"USA",990.067024658714,22.728115727003,2020-04-16
"Massachusetts","US","2020-04-16 23:30:51",42.2302,-71.5301,32181,1108,NA,31073,25,468.852986375422,140773,3454,3.4430253876511,84000025,"USA",2050.9568208268,10.7330412355116,2020-04-16
"Michigan","US","2020-04-16 23:30:51",43.3266,-84.5361,28809,1996,617,26813,26,361.592361940286,94286,3809,6.92839043354507,84000026,"USA",1183.41828726793,13.2215627060988,2020-04-16
"Minnesota","US","2020-04-16 23:30:51",45.6945,-93.9002,1809,87,1020,1722,27,36.5717122960606,41675,475,4.80928689883914,84000027,"USA",842.524107207478,26.2576008844666,2020-04-16
"Mississippi","US","2020-04-16 23:30:51",32.7416,-89.6787,3624,129,NA,3495,28,125.172440233959,38415,682,3.55960264900662,84000028,"USA",1326.84859039391,18.8189845474614,2020-04-16
"Missouri","US","2020-04-16 23:30:51",38.4561,-92.2884,5174,169,NA,5005,29,88.3017126504577,50648,1043,3.26633165829146,84000029,"USA",864.380584136138,20.1584847313491,2020-04-16
"Montana","US","2020-04-16 23:30:51",46.9219,-110.4544,415,7,218,408,30,47.922197446382,9936,52,1.68674698795181,84000030,"USA",1147.3613345235,12.5301204819277,2020-04-16
"Nebraska","US","2020-04-16 23:30:51",41.1254,-98.2681,952,21,NA,931,31,62.4150971105482,12294,NA,2.20588235294118,84000031,"USA",806.020172139789,NA,2020-04-16
"Nevada","US","2020-04-16 23:30:51",38.3135,-117.0554,3214,137,NA,3077,32,106.540365174229,28451,NA,4.26260112009956,84000032,"USA",943.117588541375,NA,2020-04-16
"New Hampshire","US","2020-04-16 23:30:51",43.4525,-71.5639,1139,32,365,1107,33,85.7585148643073,12166,178,2.80948200175593,84000033,"USA",916.012372115156,15.6277436347673,2020-04-16
"New Jersey","US","2020-04-16 23:30:51",40.2989,-74.521,75317,3518,NA,71799,34,847.955290305657,151830,8224,4.67092422693416,84000034,"USA",1709.37572828323,10.9191815924692,2020-04-16
"New Mexico","US","2020-04-16 23:30:51",34.8405,-106.2485,1484,36,353,1448,35,88.9937410534004,33394,215,2.42587601078167,84000035,"USA",2002.59904901432,14.4878706199461,2020-04-16
"New York","US","2020-04-16 23:30:51",42.1657,-74.9481,223691,14832,23887,208859,36,1326.67497972395,550579,50450,6.63057521312883,84000036,"USA",3265.39460086205,22.5534330840311,2020-04-16
